,amenity,geometry,addr:postcode,building,name,website,nodes,official_name,source,source_ref,created_by,building:levels,building:levels:underground,fee,parking,leisure,addr:housenumber,addr:street,addr:city,addr:state,addr:street_direction_prefix,layer,opening_hours,addr:housename,ways,type,wikidata,Osm Centroid Coords,Map Name,Single Line Building Name,Building String,OSM Raw Data Name,Building Number,Caltech Building List Name,Substation,Caltech Campus Map,New Building Name,Notes
149,,"POLYGON ((-118.1290396 34.1385284, -118.1290399 34.1386441, -118.1288942 34.1386443, -118.128894 34.1385286, -118.1290396 34.1385284))",91106,yes,South Catalina Common Room,,"[9679049325, 9679049326, 9679049327, 9679049328, 9679049325]",,,,,,,,,,454,South Catalina Avenue,Pasadena,CA,,,,,,,,"34.13858635661971,-118.12896692502869",South Catalina Common Room,,,South Catalina Common Room,106,CAT-454 CATALINA,,Catalina Graduate Apartment Complex,,Not in Single Line
150,,"POLYGON ((-118.1227572 34.140418, -118.1221409 34.1404245, -118.1221485 34.1409207, -118.1227649 34.1409141, -118.1227572 34.140418))",,yes,AWS Center for Quantum Computing,,"[9721748697, 9721748698, 9721748699, 9721748700, 9721748697]",,,,,,,,,,,,,,,,,,,,,"34.14066933191932,-118.12245286486447",AWS Center for Quantum Computing,Quantum Computing Lab,quantumLab,AWS Center for Quantum Computing,143,AWS QUANTUM COMPUTING FACILITY (LAX43),Satellite Plant,Yes,,
151,,"POLYGON ((-118.1270094 34.1388802, -118.127007 34.1391986, -118.1270055 34.1395225, -118.1264369 34.1395203, -118.1264375 34.1391997, -118.1264399 34.1388777, -118.1270094 34.1388802), (-118.1266405 34.1393107, -118.1268039 34.1393112, -118.1268507 34.1392741, -118.1268524 34.1391243, -118.1268085 34.1390865, -118.1266384 34.139087, -118.1265931 34.1391236, -118.1265925 34.1392011, -118.1265921 34.1392709, -118.1266405 34.1393107))",,yes,Beckman Institute,,"[[[331387575, 6911382206, 331387574, 331387573, 6911382210, 331387576, 331387575], [6911382208, 568276891, 6911382207, 568276890, 6841731196, 6911382211, 6911382212, 6911382213, 6911382205, 6911382208]]]",,usgs_imagery;survey;image,AM909_DSCV2831,,4,,,,,,,,,,,,,"[726010392, 730303093]",multipolygon,Q23016651,"34.139200371219765,-118.12672259564712",Beckman Institute,Beckman Institute,beckmanInstitute,Beckman Institute,74,BECKMAN INSTITUTE,Substation 3,,,
152,,"POLYGON ((-118.123512 34.14078, -118.1235122 34.1407131, -118.1232633 34.1407105, -118.123263 34.1407222, -118.1231488 34.1407209, -118.1231486 34.1407362, -118.1231004 34.1407357, -118.123101 34.1407024, -118.1231151 34.1407026, -118.1231181 34.1405547, -118.1231654 34.1405553, -118.123166 34.140516, -118.1231154 34.1405155, -118.12312 34.1402132, -118.1230921 34.1402131, -118.1230925 34.1401524, -118.1231637 34.1401526, -118.1231629 34.1401935, -118.1234441 34.1401939, -118.1234445 34.1403763, -118.1233892 34.1403768, -118.1233892 34.1403954, -118.1233454 34.1403951, -118.1233455 34.1403125, -118.1232514 34.1403125, -118.1232519 34.1405726, -118.1234868 34.1405723, -118.1234868 34.1405523, -118.1235511 34.1405523, -118.1235498 34.1406378, -118.1237148 34.1406378, -118.1237134 34.140509, -118.1236659 34.1405086, -118.1236661 34.1404937, -118.1235642 34.1404924, -118.1235645 34.1403972, -118.1236816 34.1403979, -118.1236817 34.140373, -118.123711 34.140349, -118.1237464 34.140349, -118.1237478 34.1402012, -118.1238743 34.140202, -118.1238632 34.1407811, -118.123512 34.14078))",,yes,Avery House,,"[[[566601368, 566601367, 566601375, 592629495, 6868358834, 6868358833, 592629494, 6868358835, 6868358839, 592629472, 3704238368, 592629473, 3704238367, 592629474, 592629475, 592629476, 6868358838, 3704238366, 592629467, 592629468, 592629469, 592629470, 6868358837, 6868358836, 592629493, 592629490, 592629489, 592629488, 592629487, 566601373, 592629486, 592629485, 592629484, 592629483, 592629482, 3704238359, 3704238360, 592629481, 3704238362, 3704238361, 592629480, 566601372, 6868358840, 566601368]]]",,,,,2,,,,,,,,,,,,,[733416501],multipolygon,,"34.14050003360048,-118.12349569305567",Avery House,Avery,Avery,Avery House,99,AVERY HOUSE,Substation 2,,,
153,,"POLYGON ((-118.1218721 34.1365496, -118.1218721 34.1366706, -118.1220209 34.136675, -118.1220223 34.1367783, -118.1219472 34.1367794, -118.1219499 34.1369348, -118.122025 34.1369359, -118.122025 34.1370369, -118.1214979 34.1370347, -118.1214939 34.1369326, -118.121556 34.1369331, -118.1215583 34.1367827, -118.1214979 34.1367805, -118.1214979 34.1366728, -118.1217568 34.1366717, -118.1217554 34.1365496, -118.1218721 34.1365496), (-118.1218922 34.136801, -118.121746 34.1368004, -118.1217474 34.1369187, -118.1218902 34.1369187, -118.1218922 34.136801))",,yes,The Athenaeum,,"[[[592630687, 592630688, 592630689, 592630695, 592630687], [566601603, 566601597, 566601596, 566601595, 566601593, 566601591, 566601582, 566601580, 566601578, 566601630, 566601619, 566601608, 566601607, 566601606, 566601605, 566601604, 566601603]]]",,,,,,,,,,,,,,,,,,"[46362312, 726016189]",multipolygon,Q16154383,"34.13683301005116,-118.12175581030725",The Athenaeum,Athenaeum,athenaeum,The Athenaeum,61,ATHENAEUM,Substation 1,,,
154,,"POLYGON ((-118.1262218 34.1407995, -118.1262217 34.140825, -118.1261137 34.1408247, -118.126114 34.1407534, -118.1260886 34.1407533, -118.1260892 34.1406354, -118.1261107 34.1406355, -118.1261111 34.1405647, -118.1264465 34.1405658, -118.1264462 34.1406349, -118.1264716 34.140635, -118.1264711 34.1407462, -118.1264442 34.1407461, -118.1264439 34.1408003, -118.1262218 34.1407995), (-118.1262276 34.1406443, -118.1262279 34.1407286, -118.1262487 34.1407285, -118.1262488 34.1407673, -118.1263257 34.1407671, -118.1263256 34.1407426, -118.1263605 34.1407426, -118.1263602 34.140644, -118.1262276 34.1406443))",91106,yes,Del Mar Apartments,,"[[[1892178230, 1892178490, 1892178072, 1892178236, 1892177964, 1892178406, 1892178187, 1892178329, 1892178102, 1892178435, 1892178320, 1892178200, 1892178325, 1892178442, 1892178230], [4707567266, 4707567267, 4707567268, 4707567269, 4707567270, 4707567271, 4707567272, 4707567273, 4707567266]]]",,,,,,,,,,1170,South Hill Avenue,,,,,,,"[178860017, 477392918]",multipolygon,,"34.14068419193312,-118.12627173407134",Del Mar Apartments,,,Del Mar Apartments,,,,,,
155,,"POLYGON ((-118.1250913 34.1402102, -118.1251101 34.1407274, -118.1244825 34.1407252, -118.1244878 34.1407807, -118.124048 34.1407785, -118.1240354 34.1402035, -118.1250913 34.1402102), (-118.1242143 34.1405743, -118.1241687 34.140572, -118.1241687 34.1406298, -118.12452 34.1406275, -118.12452 34.1405854, -118.1249304 34.1405831, -118.1249224 34.1402968, -118.1246702 34.140299, -118.124652 34.1404107, -118.1242127 34.1403525, -118.1242143 34.1405743))",,yes,Bechtel Residence,,"[[[6169921646, 6169921644, 6169921643, 6169921642, 6169921641, 6169921647, 6169921646], [6169921655, 6169921653, 6169921652, 6169921651, 6169921650, 6169921649, 6169921648, 6169921658, 6169921657, 6169921656, 6169921655]]]",,,,,3,,,,,,,,,,,,,"[726010394, 726010395]",multipolygon,,"34.1404794536231,-118.12455117665166",Bechtel Residence,Bechtel,bechtel,Bechtel Residence,14,BECHTEL RESIDENCE,Substation 2,,,
156,,"POLYGON ((-118.1240678 34.1374919, -118.1239722 34.1374919, -118.1239722 34.1374726, -118.123852 34.1374726, -118.123853 34.1372261, -118.1236854 34.1372263, -118.1236854 34.1370895, -118.1239457 34.1370895, -118.1240514 34.1370895, -118.12405 34.1372206, -118.1240705 34.1372195, -118.1240691 34.1372975, -118.1240486 34.1372986, -118.1240486 34.1374444, -118.1240678 34.1374444, -118.1240678 34.1374919))",,yes,Hameetman Center,,"[[[6806836150, 6806836151, 6806836152, 6806836153, 6806836154, 6806836155, 6806836156, 6806836157, 6806836166, 6806836158, 6806836159, 6300337646, 6806836160, 6806836161, 6806836162, 6806836150]]]",,,,,,,,,,,,,,,1,,,[726013375],multipolygon,,"34.13725743348535,-118.12391383331756",Hameetman Center,Hameetman Center,hameetman,Hameetman Center,51,HAMEETMAN CENTER,Substation 1,,,
157,,"POLYGON ((-118.1230753 34.1366849, -118.1230794 34.1364855, -118.1230794 34.1363873, -118.1232209 34.136387, -118.1233025 34.1363877, -118.1233872 34.1363881, -118.1235159 34.1363892, -118.1235509 34.1363899, -118.1235709 34.1363903, -118.1235628 34.1367286, -118.1234763 34.1367275, -118.123477 34.1367613, -118.123358 34.1367623, -118.123358 34.1367413, -118.1233569 34.1367324, -118.1231947 34.1367286, -118.123194 34.1367691, -118.123078 34.1367686, -118.1230753 34.1366849), (-118.1232286 34.1366312, -118.1234462 34.1366319, -118.1234454 34.1364943, -118.1232278 34.136495, -118.1232286 34.1366312))",,yes,Fleming House,,"[[[6861333623, 6861333624, 6861333625, 6861333626, 6861333623], [6861333627, 6861333628, 6861333629, 6861333630, 6917207572, 6861333631, 6861333632, 6861333633, 6861333634, 6861333635, 6861333636, 6861333637, 6861333638, 6861333639, 6861333640, 6861333641, 6861333642, 6861333643, 6861333627]]]",,,,,,,,,,,,,,,,,,"[732739884, 732739885]",multipolygon,,"34.13656861606799,-118.12331533006106",Fleming House,South Undergraduate Houses,sugHouses,Fleming House,57,FLEMING HOUSE,Substation 1,,,"Combines multiple buildings, Not in single line, only Caltech building list"
158,,"POLYGON ((-118.1228068 34.1363911, -118.1228062 34.1364849, -118.1228061 34.1367709, -118.122691 34.1367708, -118.1226899 34.1367317, -118.1225292 34.1367303, -118.1225289 34.1367627, -118.1223985 34.1367619, -118.1224025 34.1364872, -118.1223328 34.1364872, -118.1223341 34.1363079, -118.1224669 34.1363068, -118.1224669 34.1363861, -118.1226868 34.1363884, -118.1228068 34.1363911), (-118.122693 34.1364931, -118.1225366 34.1364925, -118.1225354 34.1366293, -118.1226938 34.1366302, -118.122693 34.1364931))",,yes,Ricketts House,,"[[[368344084, 368344085, 368348869, 368343856, 368348871, 368348872, 368348873, 368348875, 368348876, 368348877, 368348878, 368344277, 368344278, 566601870, 368344084], [6862276220, 6862276221, 6862276222, 6862276223, 6862276220]]]",,,,,,,,,,,,,,,,,,"[46361164, 732833758]",multipolygon,,"34.13654929490139,-118.12257597781027",Ricketts House,South Undergraduate Houses,sugHouses,Ricketts House,59,RICKETTS HOUSE,Substation 1,,,"Combines multiple buildings, Not in single line, only Caltech building list"
159,,"POLYGON ((-118.1246357 34.1392026, -118.1246356 34.139303, -118.1247008 34.1393033, -118.1247002 34.1393424, -118.1246362 34.1393421, -118.1246357 34.1394397, -118.1245179 34.1394397, -118.1245179 34.1394926, -118.1244678 34.1394926, -118.1244678 34.1394397, -118.1243493 34.139439, -118.1243499 34.1393716, -118.1243105 34.1393713, -118.1243101 34.1394386, -118.1241913 34.1394378, -118.1241905 34.1394901, -118.1241414 34.1394897, -118.1241416 34.139438, -118.1240226 34.1394378, -118.1240241 34.1393377, -118.1239634 34.1393378, -118.123964 34.1392984, -118.1240261 34.1392986, -118.1240257 34.1391981, -118.1241058 34.1391981, -118.1241062 34.1391691, -118.1240263 34.1391683, -118.1240272 34.1390693, -118.1239664 34.1390693, -118.1239656 34.1390285, -118.1240295 34.1390285, -118.1240303 34.1389303, -118.1241474 34.1389303, -118.124147 34.1388781, -118.1241959 34.1388784, -118.1241956 34.1389301, -118.1243142 34.1389306, -118.1243153 34.1390013, -118.1243542 34.1390022, -118.1243582 34.1389594, -118.1246047 34.1389607, -118.1246053 34.1391689, -118.124552 34.1391684, -118.1245556 34.1392019, -118.1246357 34.1392026), (-118.1245233 34.1391707, -118.1244909 34.1391707, -118.1243538 34.1390547, -118.124353 34.1390253, -118.1243145 34.1390253, -118.1243138 34.1390527, -118.1241728 34.1391688, -118.1241414 34.1391683, -118.1241408 34.1391984, -118.124172 34.1391987, -118.1243114 34.1393148, -118.1243116 34.1393427, -118.1243457 34.1393425, -118.1243461 34.1393148, -118.1244878 34.1392013, -118.1245233 34.1392013, -118.1245233 34.1391707))",,yes,Watson Laboratories,,"[[[6868298463, 6868298464, 6868298465, 6868298466, 6868298467, 6868298468, 6868298469, 6868298470, 6868298471, 6868298472, 6868298473, 6868298474, 6868298475, 6868298476, 6868298477, 6868298478, 6868298463], [6868298479, 7871792659, 7871792660, 6868298480, 7871792662, 7871792661, 6868298481, 6868298482, 6868298483, 6868298484, 6868318985, 6868318986, 6868318987, 6868318988, 6868318989, 6868318990, 6868318991, 6868318992, 6868318993, 6868318994, 6868318995, 6868318996, 6868318997, 6868318998, 6868318999, 6868319000, 6868319001, 6868319002, 6868319003, 6868319004, 6868319005, 6868319006, 6868319007, 6868319008, 6868319009, 6868319010, 6868319011, 6868319012, 6868319013, 6868319015, 6868319016, 6868319017, 6868319018, 6868319014, 6868298479]]]",,,,,,,,,,,,,,,,,,"[733412033, 733412034]",multipolygon,,"34.13920143135796,-118.12431282717736",Watson Laboratories,Watson,watson,Watson Laboratories,95,WATSON LABORATORY,Substation 2,,,
160,,"POLYGON ((-118.12703981995583 34.1354441574966, -118.12703981995583 34.13532427199951, -118.12672063708305 34.135320941844384, -118.1267139315605 34.13544304744648, -118.12703981995583 34.1354441574966))",,,Substation 4,,,,,,,,,,,,,,,,,,,,,,,"34.1353833088944,-118.12687804305295",Substation 4,Substation 4,substation4,,276,SUBSTN 4 CENTRAL PLANT,Substation 4,,,
161,,"POLYGON ((-118.12735766172408 34.135448597696936, -118.12735766172408 34.135325937077035, -118.12704652547835 34.13532316194783, -118.1270418316126 34.1354452675467, -118.12735766172408 34.135448597696936))",,,1MW Fuel Cell Sub #4,,,,,,,,,,,,,,,,,,,,,,,"34.135385895149476,-118.12720102589665",1MW Fuel Cell Sub #4,1MW Fuel Cell Sub #4,fc1mwSub4,,,SUBSTN 4 CENTRAL PLANT,Substation 4,,,
162,,"POLYGON ((-118.12779620289804 34.139833181661544, -118.12779486179352 34.139688882518534, -118.1276835501194 34.139688882518534, -118.1276835501194 34.13983540164645, -118.12779620289804 34.139833181661544))",,,Substation 3,,,,,,,,,,,,,,,,,,,,,,,"34.139761734709936,-118.12773940029555",Substation 3,Substation 3,substation3,,275,SUBSTN 3 BROAD CENTER,Substation 3,,,
163,,"POLYGON ((-118.12841713428496 34.14026940757224, -118.12842786312103 34.13979433191652, -118.12866389751436 34.139785451972294, -118.12866389751436 34.139510173238364, -118.12816500663756 34.13951461322504, -118.12817573547362 34.14027384751905, -118.12841713428496 34.14026940757224))",,,833KW Solar PV Wilson Ave North,,,,,,,,,,,,,,,,,,,,,,,"34.13982677982876,-118.12836049690837",833KW Solar PV Wilson Ave North,833KW Solar PV Wilson Ave,solarPV833kwWilson,,,PKG STR 1-WILSON NORTH,Substation 3,,,
164,,"POLYGON ((-118.12864780426024 34.13898181315591, -118.12865316867827 34.13877313221326, -118.12845468521117 34.138759812135596, -118.12844395637512 34.13842236946772, -118.1286585330963 34.1384134893793, -118.12866389751436 34.13820480703317, -118.12817037105559 34.13820924708847, -118.12815427780151 34.13898181315591, -118.12864780426024 34.13898181315591))",,,833KW Solar PV Wilson Ave South,,,,,,,,,,,,,,,,,,,,,,,"34.138595723267095,-118.12837584117949",833KW Solar PV Wilson Ave South,833KW Solar PV Wilson Ave,solarPV833kwWilson,,,PKG STR 2-WILSON SOUTH,Substation 3,,,
165,,"POLYGON ((-118.12391772866248 34.139143873532454, -118.12392041087149 34.13891410290653, -118.12383189797401 34.13891521291106, -118.1238278746605 34.13914498353395, -118.12391772866248 34.139143873532454))",,,Substation 2,,,,,,,,,,,,,,,,,,,,,,,"34.1390298311997,-118.12387447438",Substation 2,Substation 2,substation2,,274,SUBSTN 2 STEELE LAB,Substation 2,,,
166,,"POLYGON ((-118.12444478273392 34.13731346121073, -118.12443405389786 34.137159167517275, -118.12423691153525 34.13716027754485, -118.12423154711723 34.13731346121073, -118.12444478273392 34.13731346121073))",,,Substation 1,,,,,,,,,,,,,,,,,,,,,,,"34.13723759509529,-118.1243369696246",Substation 1,Substation 1,substation1,,273,SUBSTN 1 GATES-THOMAS,Substation 1,,,
167,,"POLYGON ((-118.12350064516066 34.13828472799258, -118.12350869178772 34.138122665968346, -118.1236481666565 34.13810268569728, -118.12365353107451 34.13797614387069, -118.12314391136171 34.13797392383695, -118.12314391136171 34.13810934578814, -118.12334507703783 34.138111565818335, -118.12335044145584 34.13827806791553, -118.12350064516066 34.13828472799258))",,,Facilities Offices,,,,,,,,,,,,,,,,,,,,,,,"34.138085520261306,-118.12340543650743",Facilities Offices,Facilities Offices,physicalPlantHR,,83,FACILITIES OFFICES,Substation 2,,,
168,,"POLYGON ((-118.12865920364857 34.138200921984605, -118.12866255640984 34.13809658061348, -118.12841780483723 34.13809658061348, -118.128422498703 34.138199811970715, -118.12865920364857 34.138200921984605))",,,1.2MW Fuel Cell FC #2 Wilson Ave,,,,,,,,,,,,,,,,,,,,,,,"34.13814818493802,-118.12854073217188",1.2MW Fuel Cell FC #2 Wilson Ave,1.2MW Fuel Cell FC #2 Wilson Ave,fcs2Wilson,,,PKG STR 2-WILSON SOUTH,Substation 3,,,
169,,"POLYGON ((-118.12841847538948 34.138198146949804, -118.12841311097145 34.13809991065924, -118.12815897166729 34.138105460735204, -118.12816232442856 34.138199256963745, -118.12841847538948 34.138198146949804))",,,1MW Fuel Cell FC #1 Wilson Ave,,,,,,,,,,,,,,,,,,,,,,,"34.13815073765746,-118.12828921163695",1MW Fuel Cell FC #1 Wilson Ave,1MW Fuel Cell FC #1 Wilson Ave,fcs1Wilson,,,PKG STR 2-WILSON SOUTH,Substation 2,,,
170,,"POLYGON ((-118.12675349414349 34.139694987487296, -118.1269546598196 34.13967778257427, -118.12695533037184 34.13971219239681, -118.12699288129807 34.13971108240274, -118.12699422240257 34.139593977947875, -118.12682926654816 34.139594532945665, -118.12682591378689 34.13960674289634, -118.12675282359123 34.13960507790316, -118.12675349414349 34.139694987487296))",,,Broad Receiving,,,,,,,,,,,,,,,,,,,,,,,"34.13964448242159,-118.1268783932615",Broad Receiving,Broad Receiving,broadCenter,,096R,BROAD RECEIVING,Substation 3,,,
171,,"POLYGON ((-118.12263697385788 34.13978989194452, -118.12263429164886 34.13913610352149, -118.1223526597023 34.13913610352149, -118.12235131859778 34.13925487361101, -118.1223352253437 34.13925487361101, -118.12232986092567 34.139301493600534, -118.12233656644823 34.13967667257977, -118.12235131859778 34.13967556258524, -118.1223540008068 34.13979544190949, -118.12263697385788 34.13978989194452))",,,225KW Solar PV,,,,,,,,,,,,,,,,,,,,,,,"34.13946439101799,-118.12248748567099",225KW Solar PV,225KW Solar PV,solarPV225kwHolliston,,,,Satellite Plant,Holliston Parking Structure,,In Satellite Plant in Single Line Diagrams
172,,"POLYGON ((-118.12240496277809 34.13993530090616, -118.12240697443487 34.13987258638468, -118.12229096889494 34.13987147639273, -118.1222929805517 34.13993752088834, -118.12240496277809 34.13993530090616))",,,900KW Fuel Cell Hill Ave,,,,,,,,,,,,,,,,,,,,,,,"34.13990403419777,-118.12234847742172",900KW Fuel Cell Hill Ave,900KW Fuel Cell Hill Ave,fcHill900kw,,,SATELLITE UTILITY PLANT,Substation 2,,,
173,,"POLYGON ((-118.12684401869774 34.1372790504114, -118.12684535980223 34.13718247809334, -118.12670186161994 34.13718247809334, -118.12669783830643 34.137276830359376, -118.12684401869774 34.1372790504114))",,,Kerckhoff Annex,,,,,,,,,,,,,,,,,,,,,,,"34.1372303620821,-118.12677254340923",Kerckhoff Annex,Kerckhoff Annex,kerckhoffAlles,,027A,KERCKHOFF ANNEX,Substation 1,,,Combines 3 buildings in Caltech building list
174,,"POLYGON ((-118.1220556050539 34.13665632352526, -118.12205627560616 34.13647927288649, -118.1220120191574 34.13647982790476, -118.12200799584389 34.13665632352526, -118.1220556050539 34.13665632352526))",,,Athenaeum Elevator,,,,,,,,,,,,,,,,,,,,,,,"34.13656901459718,-118.1220329720647",Athenaeum Elevator,Athenaeum Elevator,athenaeumElevator,,,,Substation 1,Athenaeum Parking Lot,,This should align with the Ath parking lot
175,,"POLYGON ((-118.12644973397255 34.13838573909703, -118.12645241618155 34.13835243874626, -118.12630221247672 34.138349108710464, -118.12630221247672 34.13838462908556, -118.12644973397255 34.13838573909703))",,,Schlinger Switchgear,,,,,,,,,,,,,,,,,,,,,,,"34.13836791389316,-118.12637586039443",Schlinger Switchgear,Schlinger Switchgear,schlingerSwitchgear,,,SCHLINGER LABORATORY,Substation 3,,,Should be colocated with Schlinger Laboratory
176,,"POLYGON ((-118.12756955623625 34.138735391987765, -118.12759906053542 34.13842014944569, -118.12709212303163 34.13842014944569, -118.12709212303163 34.138735391987765, -118.12756955623625 34.138735391987765))",,,Resnick,,,,,,,,,,,,,,,,,,,,,,,"34.13857619593564,-118.12733828940249",Resnick,Resnick,resnick,,19,RESNICK SUSTAINABILITY RESOURCE CENTER,Substation 3,,,Under construction
177,,"POLYGON ((-118.12833666801451 34.13925931361112, -118.128332644701 34.13918383357752, -118.1282414495945 34.13918383357752, -118.1282414495945 34.13926153361109, -118.12833666801451 34.13925931361112))",,,Wilson Housing Shop 379,,,,,,,,,,,,,,,,,,,,,,,"34.13922241062591,-118.12828784010584",Wilson Housing Shop 379,Wilson Housing Shop 379,,,136A,WILSON 379-HOUSING SHOP,,Yes,,Not in Single Line
178,,"POLYGON ((-118.12851905822754 34.13925043361067, -118.12852844595909 34.13918383357752, -118.12846139073372 34.13918716358044, -118.12846004962923 34.13924932361054, -118.12851905822754 34.13925043361067))",,,Wilson Housing Shop 381,,,,,,,,,,,,,,,,,,,,,,,"34.13921702804524,-118.12849264186839",Wilson Housing Shop 381,Wilson Housing Shop 381,,,136,WILSON 381-HOUSING SHOP,,Yes,,Not in Single Line
179,,"POLYGON ((-118.12585026025772 34.134011070652356, -118.12585830688477 34.13453502156531, -118.12669783830643 34.134541681937364, -118.1266924738884 34.13400219010044, -118.12585026025772 34.134011070652356))",,,California Parking Garage,,,,,,,,,,,,,,,,,,,,,,,"34.13427233669563,-118.12627676547602",California Parking Garage,California Parking Garage,parkingStructure4,,126,PKG STR 3-CALIFORNIA,,Yes,,"Not in Single Line, EV charging infrastructure is here"
